id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue,ROMI%,CTR %,CR1(LC)%,CR2(OL)%,AVERAGE ORDER VALUE,COST PER CLICK,COST PER LEAD,GROSS PROFIT,CAC
131,2/12/2021,instagram_blogger,influencer,374754,1200300,"?308,572.00",12003,412,79,"?393,499.00",0.275%,0.0100%,0.03432%,0.1917%,"?4,981.00",?25.71,?748.96,"?84,927.00","?3,905.97"
132,2/12/2021,banner_partner,media,39889,10819771,"?145,201.00",16808,336,49,"?195,069.00",0.343%,0.0016%,0.01999%,0.1458%,"?3,981.00",?8.64,?432.15,"?49,868.00","?2,963.29"
133,2/13/2021,facebook_tier1,social,349043,1496322,"?308,692.00",11990,397,60,"?341,880.00",0.108%,0.0080%,0.03311%,0.1511%,"?5,698.00",?25.75,?777.56,"?33,188.00","?5,144.87"
134,2/13/2021,facebOOK_tier2,social,348934,2358224,"?325,444.00",16506,655,52,"?262,184.00",-0.194%,0.0070%,0.03968%,0.0794%,"?5,042.00",?19.72,?496.86,"-?63,260.00","?6,258.54"
135,2/13/2021,google_hot,search,89459845,225350,"?61,588.10",4507,100,17,"?152,660.00",1.479%,0.0200%,0.02219%,0.1700%,"?8,980.00",?13.66,?615.88,"?91,071.90","?3,622.83"
136,2/13/2021,google_wide,search,127823,3452027,"?216,562.00",12010,378,56,"?123,088.00",-0.432%,0.0035%,0.03147%,0.1481%,"?2,198.00",?18.03,?572.92,"-?93,474.00","?3,867.18"
137,2/13/2021,youtube_blogger,influencer,10934,2250900,"?205,045.00",22509,790,158,"?1,296,550.00",5.323%,0.0100%,0.03510%,0.2000%,"?8,206.01",?9.11,?259.55,"?1,091,505.00","?1,297.75"
138,2/13/2021,instagram_tier1,social,9034945,2698200,"?88,844.80",13491,219,26,"?176,384.00",0.985%,0.0050%,0.01623%,0.1187%,"?6,784.00",?6.59,?405.68,"?87,539.20","?3,417.11"
139,2/13/2021,instagram_tier2,social,983498,5100600,"?16,656.80",25503,510,6,"?10,134.00",-0.392%,0.0050%,0.02000%,0.0118%,"?1,689.00",?0.65,?32.66,"-?6,522.80","?2,776.13"
140,2/13/2021,facebook_retargeting,social,4387490,50333,"?8,367.08",1510,19,4,"?18,828.00",1.250%,0.0300%,0.01258%,0.2105%,"?4,707.00",?5.54,?440.37,"?10,460.92","?2,091.77"
141,2/13/2021,facebook_lal,social,544756,495013,"?171,332.00",6006,128,19,"?24,035.00",-0.860%,0.0121%,0.02131%,0.1484%,"?1,265.00",?28.53,"?1,338.53","-?147,297.00","?9,017.47"
142,2/13/2021,instagram_blogger,influencer,374754,1499200,"?32,770.10",14992,50,8,"?43,976.00",0.342%,0.0100%,0.00334%,0.1600%,"?5,497.00",?2.19,?655.40,"?11,205.90","?4,096.26"
143,2/13/2021,banner_partner,media,39889,17890507,"?390,105.00",20993,734,118,"?353,174.00",-0.095%,0.0012%,0.03496%,0.1608%,"?2,993.00",?18.58,?531.48,"-?36,931.00","?3,305.97"
144,2/14/2021,facebook_tier1,social,349043,2452315,"?60,244.90",14406,110,14,"?63,560.00",0.055%,0.0059%,0.00764%,0.1273%,"?4,540.00",?4.18,?547.68,"?3,315.10","?4,303.21"
145,2/14/2021,facebOOK_tier2,social,348934,7936534,"?197,948.00",19797,396,30,"?149,430.00",-0.245%,0.0025%,0.02000%,0.0758%,"?4,981.00",?10.00,?499.87,"-?48,518.00","?6,598.27"
146,2/14/2021,google_hot,search,89459845,263754,"?56,440.30",5409,90,11,"?84,183.00",0.492%,0.0205%,0.01664%,0.1222%,"?7,653.00",?10.43,?627.11,"?27,742.70","?5,130.94"
147,2/14/2021,google_wide,search,127823,3111389,"?196,998.00",14390,498,48,"?101,280.00",-0.486%,0.0046%,0.03461%,0.0964%,"?2,110.00",?13.69,?395.58,"-?95,718.00","?4,104.13"
148,2/14/2021,youtube_blogger,influencer,10934,2511956,"?231,751.00",26993,540,85,"?733,550.00",2.165%,0.0107%,0.02001%,0.1574%,"?8,630.00",?8.59,?429.17,"?501,799.00","?2,726.48"
149,2/14/2021,instagram_tier1,social,9034945,3239400,"?312,844.00",16197,604,72,"?377,352.00",0.206%,0.0050%,0.03729%,0.1192%,"?5,241.00",?19.31,?517.95,"?64,508.00","?4,345.06"
150,2/14/2021,instagram_tier2,social,983498,5130500,"?218,228.00",30602,935,54,"?119,718.00",-0.451%,0.0060%,0.03055%,0.0578%,"?2,217.00",?7.13,?233.40,"-?98,510.00","?4,041.26"
151,2/14/2021,facebook_retargeting,social,4387490,55495,"?4,764.34",1790,10,2,"?10,902.00",1.288%,0.0323%,0.00559%,0.2000%,"?5,451.00",?2.66,?476.43,"?6,137.66","?2,382.17"
152,2/14/2021,facebook_lal,social,544756,605220,"?170,719.00",7205,142,21,"?14,280.00",-0.916%,0.0119%,0.01971%,0.1479%,?680.00,?23.69,"?1,202.25","-?156,439.00","?8,129.48"
153,2/14/2021,instagram_blogger,influencer,374754,2429465,"?205,870.00",17998,354,53,"?306,817.00",0.490%,0.0074%,0.01967%,0.1497%,"?5,789.00",?11.44,?581.55,"?100,947.00","?3,884.34"
154,2/14/2021,banner_partner,media,39889,7218480,"?225,274.00",25190,504,76,"?236,056.00",0.048%,0.0035%,0.02001%,0.1508%,"?3,106.00",?8.94,?446.97,"?10,782.00","?2,964.13"
155,2/15/2021,facebook_tier1,social,349043,3361800,"?168,064.00",16809,247,30,"?149,430.00",-0.111%,0.0050%,0.01469%,0.1215%,"?4,981.00",?10.00,?680.42,"-?18,634.00","?5,602.13"
156,2/15/2021,facebOOK_tier2,social,348934,3441545,"?593,576.00",23103,694,81,"?403,461.00",-0.320%,0.0067%,0.03004%,0.1167%,"?4,981.00",?25.69,?855.30,"-?190,115.00","?7,328.10"
157,2/15/2021,google_hot,search,89459845,315350,"?82,930.70",6307,126,19,"?138,073.00",0.665%,0.0200%,0.01998%,0.1508%,"?7,267.00",?13.15,?658.18,"?55,142.30","?4,364.77"
158,2/15/2021,google_wide,search,127823,3359600,"?124,854.00",16798,336,31,"?92,411.00",-0.260%,0.0050%,0.02000%,0.0923%,"?2,981.00",?7.43,?371.59,"-?32,443.00","?4,027.55"
159,2/15/2021,youtube_blogger,influencer,10934,2478877,"?151,480.00",31504,630,98,"?782,138.00",4.163%,0.0127%,0.02000%,0.1556%,"?7,981.00",?4.81,?240.44,"?630,658.00","?1,545.71"
160,2/15/2021,instagram_tier1,social,9034945,3780200,"?136,269.00",18901,378,45,"?269,145.00",0.975%,0.0050%,0.02000%,0.1190%,"?5,981.00",?7.21,?360.50,"?132,876.00","?3,028.20"
161,2/15/2021,instagram_tier2,social,983498,7138400,"?37,098.60",35692,916,11,"?21,791.00",-0.413%,0.0050%,0.02566%,0.0120%,"?1,981.00",?1.04,?40.50,"-?15,307.60","?3,372.60"
162,2/15/2021,facebook_retargeting,social,4387490,63986,"?14,609.50",2099,28,5,"?24,905.00",0.705%,0.0328%,0.01334%,0.1786%,"?4,981.00",?6.96,?521.77,"?10,295.50","?2,921.90"
163,2/15/2021,facebook_lal,social,544756,1093435,"?6,587.76",8402,4,1,?741.00,-0.888%,0.0077%,0.00048%,0.2500%,?741.00,?0.78,"?1,646.94","-?5,846.76","?6,587.76"
164,2/15/2021,instagram_blogger,influencer,374754,2100700,"?82,452.00",21007,122,24,"?103,392.00",0.254%,0.0100%,0.00581%,0.1967%,"?4,308.00",?3.92,?675.84,"?20,940.00","?3,435.50"
165,2/15/2021,banner_partner,media,39889,8747458,"?543,275.00",29390,1061,171,"?809,685.00",0.490%,0.0034%,0.03610%,0.1612%,"?4,735.00",?18.49,?512.04,"?266,410.00","?3,177.05"
166,2/16/2021,facebook_tier1,social,349043,3839000,"?393,027.00",19195,384,64,"?336,448.00",-0.144%,0.0050%,0.02001%,0.1667%,"?5,257.00",?20.48,"?1,023.51","-?56,579.00","?6,141.05"
167,2/16/2021,facebOOK_tier2,social,348934,5280000,"?595,176.00",26400,923,80,"?392,160.00",-0.341%,0.0050%,0.03496%,0.0867%,"?4,902.00",?22.54,?644.83,"-?203,016.00","?7,439.70"
168,2/16/2021,google_hot,search,89459845,373184,"?102,053.00",7198,144,22,"?185,482.00",0.818%,0.0193%,0.02001%,0.1528%,"?8,431.00",?14.18,?708.70,"?83,429.00","?4,638.77"
169,2/16/2021,google_wide,search,127823,3841400,"?271,906.00",19207,666,67,"?199,727.00",-0.265%,0.0050%,0.03467%,0.1006%,"?2,981.00",?14.16,?408.27,"-?72,179.00","?4,058.30"
170,2/16/2021,youtube_blogger,influencer,10934,4371118,"?221,258.00",35999,720,128,"?1,021,570.00",3.617%,0.0082%,0.02000%,0.1778%,"?7,981.02",?6.15,?307.30,"?800,312.00","?1,728.58"
171,2/16/2021,instagram_tier1,social,9034945,4319200,"?143,680.00",21596,432,34,"?171,972.00",0.197%,0.0050%,0.02000%,0.0787%,"?5,058.00",?6.65,?332.59,"?28,292.00","?4,225.88"
172,2/16/2021,instagram_tier2,social,983498,15988504,"?103,731.00",40794,816,24,"?41,424.00",-0.601%,0.0026%,0.02000%,0.0294%,"?1,726.00",?2.54,?127.12,"-?62,307.00","?4,322.13"
173,2/16/2021,facebook_retargeting,social,4387490,80233,"?31,712.00",2407,48,12,"?59,772.00",0.885%,0.0300%,0.01994%,0.2500%,"?4,981.00",?13.17,?660.67,"?28,060.00","?2,642.67"
174,2/16/2021,facebook_lal,social,544756,1576818,"?345,629.00",9597,292,39,"?25,857.00",-0.925%,0.0061%,0.03043%,0.1336%,?663.00,?36.01,"?1,183.66","-?319,772.00","?8,862.28"
175,2/16/2021,instagram_blogger,influencer,374754,3937010,"?620,903.00",23994,833,160,"?939,360.00",0.513%,0.0061%,0.03472%,0.1921%,"?5,871.00",?25.88,?745.38,"?318,457.00","?3,880.64"
176,2/16/2021,banner_partner,media,39889,56876855,"?206,424.00",33592,416,62,"?246,822.00",0.196%,0.0006%,0.01238%,0.1490%,"?3,981.00",?6.15,?496.21,"?40,398.00","?3,329.42"
177,2/17/2021,facebook_tier1,social,349043,4320600,"?489,831.00",21603,652,86,"?428,366.00",-0.125%,0.0050%,0.03018%,0.1319%,"?4,981.00",?22.67,?751.27,"-?61,465.00","?5,695.71"
178,2/17/2021,facebOOK_tier2,social,348934,6102420,"?403,691.00",29704,594,61,"?303,841.00",-0.247%,0.0049%,0.02000%,0.1027%,"?4,981.00",?13.59,?679.61,"-?99,850.00","?6,617.89"
179,2/17/2021,google_hot,search,89459845,490058,"?116,213.00",8104,162,31,"?227,726.00",0.960%,0.0165%,0.01999%,0.1914%,"?7,346.00",?14.34,?717.36,"?111,513.00","?3,748.81"
180,2/17/2021,google_wide,search,127823,4319200,"?180,223.00",21596,442,44,"?136,708.00",-0.241%,0.0050%,0.02047%,0.0995%,"?3,107.00",?8.35,?407.74,"-?43,515.00","?4,095.98"
181,2/17/2021,youtube_blogger,influencer,10934,4049400,"?363,811.00",40494,746,149,"?1,189,170.00",2.269%,0.0100%,0.01842%,0.1997%,"?7,981.01",?8.98,?487.68,"?825,359.00","?2,441.68"
182,2/17/2021,instagram_tier1,social,9034945,4999407,"?246,023.00",24294,606,73,"?496,546.00",1.018%,0.0049%,0.02494%,0.1205%,"?6,802.00",?10.13,?405.98,"?250,523.00","?3,370.18"
183,2/17/2021,instagram_tier2,social,983498,32964848,"?162,819.00",45907,974,46,"?121,900.00",-0.251%,0.0014%,0.02122%,0.0472%,"?2,650.00",?3.55,?167.17,"-?40,919.00","?3,539.54"
184,2/17/2021,facebook_retargeting,social,4387490,84332,"?31,422.50",2698,54,11,"?45,441.00",0.446%,0.0320%,0.02001%,0.2037%,"?4,131.00",?11.65,?581.90,"?14,018.50","?2,856.59"
185,2/17/2021,facebook_lal,social,544756,1361187,"?291,254.00",10810,216,32,"?31,392.00",-0.892%,0.0079%,0.01998%,0.1481%,?981.00,?26.94,"?1,348.40","-?259,862.00","?9,101.69"
186,2/17/2021,instagram_blogger,influencer,374754,2795511,"?462,606.00",26990,795,119,"?592,739.00",0.281%,0.0097%,0.02946%,0.1497%,"?4,981.00",?17.14,?581.89,"?130,133.00","?3,887.45"
187,2/17/2021,banner_partner,media,39889,16553044,"?523,398.00",37805,756,142,"?565,302.00",0.080%,0.0023%,0.02000%,0.1878%,"?3,981.00",?13.84,?692.33,"?41,904.00","?3,685.90"
188,2/18/2021,facebook_tier1,social,349043,4798200,"?30,892.20",23991,61,6,"?25,686.00",-0.169%,0.0050%,0.00254%,0.0984%,"?4,281.00",?1.29,?506.43,"-?5,206.20","?5,148.70"
189,2/18/2021,facebOOK_tier2,social,348934,4678356,"?373,294.00",33003,1313,51,"?237,711.00",-0.363%,0.0071%,0.03978%,0.0388%,"?4,661.00",?11.31,?284.31,"-?135,583.00","?7,319.49"
190,2/18/2021,google_hot,search,89459845,527210,"?119,542.00",9004,162,28,"?214,368.00",0.793%,0.0171%,0.01799%,0.1728%,"?7,656.00",?13.28,?737.91,"?94,826.00","?4,269.36"
191,2/18/2021,google_wide,search,127823,10593685,"?200,986.00",24005,480,43,"?93,353.00",-0.536%,0.0023%,0.02000%,0.0896%,"?2,171.00",?8.37,?418.72,"-?107,633.00","?4,674.09"
192,2/18/2021,youtube_blogger,influencer,10934,4064081,"?86,522.90",45004,144,31,"?256,897.00",1.969%,0.0111%,0.00320%,0.2153%,"?8,287.00",?1.92,?600.85,"?170,374.10","?2,791.06"
193,2/18/2021,instagram_tier1,social,9034945,11212959,"?241,388.00",27009,599,72,"?430,632.00",0.784%,0.0024%,0.02218%,0.1202%,"?5,981.00",?8.94,?402.98,"?189,244.00","?3,352.61"
194,2/18/2021,instagram_tier2,social,983498,13281923,"?58,596.40",51000,1020,16,"?36,016.00",-0.385%,0.0038%,0.02000%,0.0157%,"?2,251.00",?1.15,?57.45,"-?22,580.40","?3,662.28"
195,2/18/2021,facebook_retargeting,social,4387490,97885,"?17,176.70",2991,28,6,"?33,930.00",0.975%,0.0306%,0.00936%,0.2143%,"?5,655.00",?5.74,?613.45,"?16,753.30","?2,862.78"
196,2/18/2021,facebook_lal,social,544756,1181224,"?171,831.00",11991,128,19,"?17,917.00",-0.896%,0.0102%,0.01067%,0.1484%,?943.00,?14.33,"?1,342.43","-?153,914.00","?9,043.74"
197,2/18/2021,instagram_blogger,influencer,374754,2482796,"?518,530.00",30000,1032,134,"?796,630.00",0.536%,0.0121%,0.03440%,0.1298%,"?5,945.00",?17.28,?502.45,"?278,100.00","?3,869.63"
198,2/18/2021,banner_partner,media,39889,419970000,"?339,735.00",41997,840,114,"?516,420.00",0.520%,0.0001%,0.02000%,0.1357%,"?4,530.00",?8.09,?404.45,"?176,685.00","?2,980.13"
199,2/19/2021,facebook_tier1,social,349043,15345139,"?53,253.90",26407,71,10,"?44,550.00",-0.163%,0.0017%,0.00269%,0.1408%,"?4,455.00",?2.02,?750.05,"-?8,703.90","?5,325.39"
200,2/19/2021,facebOOK_tier2,social,348934,7260800,"?415,376.00",36304,726,58,"?288,898.00",-0.304%,0.0050%,0.02000%,0.0799%,"?4,981.00",?11.44,?572.14,"-?126,478.00","?7,161.66"
201,2/19/2021,google_hot,search,89459845,413291,"?9,777.55",9904,14,2,"?15,962.00",0.633%,0.0240%,0.00141%,0.1429%,"?7,981.00",?0.99,?698.40,"?6,184.45","?4,888.78"
202,2/19/2021,google_wide,search,127823,8455475,"?81,623.50",26406,281,20,"?72,300.00",-0.114%,0.0031%,0.01064%,0.0712%,"?3,615.00",?3.09,?290.48,"-?9,323.50","?4,081.18"
203,2/19/2021,youtube_blogger,influencer,10934,3801165,"?880,357.00",49510,1666,369,"?2,812,520.00",2.195%,0.0130%,0.03365%,0.2215%,"?7,622.01",?17.78,?528.43,"?1,932,163.00","?2,385.79"
204,2/19/2021,instagram_tier1,social,9034945,6168252,"?300,775.00",29699,1082,96,"?574,176.00",0.909%,0.0048%,0.03643%,0.0887%,"?5,981.00",?10.13,?277.98,"?273,401.00","?3,133.07"
205,2/19/2021,instagram_tier2,social,983498,11222000,"?9,908.98",56110,185,3,"?3,621.00",-0.635%,0.0050%,0.00330%,0.0162%,"?1,207.00",?0.18,?53.56,"-?6,287.98","?3,302.99"
206,2/19/2021,facebook_retargeting,social,4387490,115166,"?3,173.41",3297,7,1,"?5,199.00",0.638%,0.0286%,0.00212%,0.1429%,"?5,199.00",?0.96,?453.34,"?2,025.59","?3,173.41"
207,2/19/2021,facebook_lal,social,544756,1320200,"?440,355.00",13202,264,45,"?80,325.00",-0.818%,0.0100%,0.02000%,0.1705%,"?1,785.00",?33.36,"?1,668.01","-?360,030.00","?9,785.67"
208,2/19/2021,instagram_blogger,influencer,374754,3299900,"?404,285.00",32999,694,104,"?519,272.00",0.284%,0.0100%,0.02103%,0.1499%,"?4,993.00",?12.25,?582.54,"?114,987.00","?3,887.36"
209,2/19/2021,banner_partner,media,39889,19065489,"?492,126.00",46209,924,139,"?556,417.00",0.131%,0.0024%,0.02000%,0.1504%,"?4,003.00",?10.65,?532.60,"?64,291.00","?3,540.47"
210,2/20/2021,facebook_tier1,social,349043,9916906,"?56,874.20",28796,88,12,"?59,772.00",0.051%,0.0029%,0.00306%,0.1364%,"?4,981.00",?1.98,?646.30,"?2,897.80","?4,739.52"
211,2/20/2021,facebOOK_tier2,social,348934,7918600,"?455,831.00",39593,853,68,"?387,124.00",-0.151%,0.0050%,0.02154%,0.0797%,"?5,693.00",?11.51,?534.39,"-?68,707.00","?6,703.40"
212,2/20/2021,google_hot,search,89459845,540450,"?190,469.00",10809,359,47,"?365,378.00",0.918%,0.0200%,0.03321%,0.1309%,"?7,774.00",?17.62,?530.55,"?174,909.00","?4,052.53"
213,2/20/2021,google_wide,search,127823,5762000,"?435,770.00",28810,732,96,"?253,440.00",-0.418%,0.0050%,0.02541%,0.1311%,"?2,640.00",?15.13,?595.31,"-?182,330.00","?4,539.27"
214,2/20/2021,youtube_blogger,influencer,10934,5399300,"?303,860.00",53993,1094,182,"?1,452,540.00",3.780%,0.0100%,0.02026%,0.1664%,"?7,980.99",?5.63,?277.75,"?1,148,680.00","?1,669.56"
215,2/20/2021,instagram_tier1,social,9034945,7669421,"?404,737.00",32395,1003,139,"?847,066.00",1.093%,0.0042%,0.03096%,0.1386%,"?6,094.00",?12.49,?403.53,"?442,329.00","?2,911.78"
216,2/20/2021,instagram_tier2,social,983498,12239000,"?150,065.00",61195,1224,48,"?73,392.00",-0.511%,0.0050%,0.02000%,0.0392%,"?1,529.00",?2.45,?122.60,"-?76,673.00","?3,126.35"
217,2/20/2021,facebook_retargeting,social,4387490,111784,"?73,587.50",3594,116,24,"?119,544.00",0.625%,0.0322%,0.03228%,0.2069%,"?4,981.00",?20.48,?634.38,"?45,956.50","?3,066.15"
218,2/20/2021,facebook_lal,social,544756,1118531,"?173,041.00",14399,113,18,"?17,658.00",-0.898%,0.0129%,0.00785%,0.1593%,?981.00,?12.02,"?1,531.34","-?155,383.00","?9,613.39"
219,2/20/2021,instagram_blogger,influencer,374754,5497354,"?504,576.00",35994,822,137,"?682,397.00",0.352%,0.0065%,0.02284%,0.1667%,"?4,981.00",?14.02,?613.84,"?177,821.00","?3,683.04"
220,2/20/2021,banner_partner,media,39889,26012342,"?750,361.00",50408,1678,252,"?1,003,210.00",0.337%,0.0019%,0.03329%,0.1502%,"?3,980.99",?14.89,?447.18,"?252,849.00","?2,977.62"
221,2/21/2021,facebook_tier1,social,349043,478600,"?38,596.70",2393,66,7,"?31,094.00",-0.194%,0.0050%,0.02758%,0.1061%,"?4,442.00",?16.13,?584.80,"-?7,502.70","?5,513.81"
222,2/21/2021,facebOOK_tier2,social,348934,543787,"?39,481.00",3299,113,6,"?29,538.00",-0.252%,0.0061%,0.03425%,0.0531%,"?4,923.00",?11.97,?349.39,"-?9,943.00","?6,580.17"
223,2/21/2021,google_hot,search,89459845,49655,"?9,444.12",907,18,2,"?15,962.00",0.690%,0.0183%,0.01985%,0.1111%,"?7,981.00",?10.41,?524.67,"?6,517.88","?4,722.06"
224,2/21/2021,google_wide,search,127823,478400,"?17,476.20",2392,48,5,"?12,910.00",-0.261%,0.0050%,0.02007%,0.1042%,"?2,582.00",?7.31,?364.09,"-?4,566.20","?3,495.24"
225,2/21/2021,youtube_blogger,influencer,10934,713896,"?30,801.00",4507,90,20,"?159,620.00",4.182%,0.0063%,0.01997%,0.2222%,"?7,981.00",?6.83,?342.23,"?128,819.00","?1,540.05"
226,2/21/2021,instagram_tier1,social,9034945,555915,"?29,457.50",2709,60,10,"?55,540.00",0.885%,0.0049%,0.02215%,0.1667%,"?5,554.00",?10.87,?490.96,"?26,082.50","?2,945.75"
227,2/21/2021,instagram_tier2,social,983498,781353,"?12,503.50",5104,102,4,"?7,924.00",-0.366%,0.0065%,0.01998%,0.0392%,"?1,981.00",?2.45,?122.58,"-?4,579.50","?3,125.88"
228,2/21/2021,facebook_retargeting,social,4387490,10812,"?1,555.96",296,3,1,"?3,993.00",1.566%,0.0274%,0.01014%,0.3333%,"?3,993.00",?5.26,?518.65,"?2,437.04","?1,555.96"
229,2/21/2021,facebook_lal,social,544756,119400,"?32,169.90",1194,24,4,"?3,924.00",-0.878%,0.0100%,0.02010%,0.1667%,?981.00,?26.94,"?1,340.41","-?28,245.90","?8,042.48"
230,2/21/2021,instagram_blogger,influencer,374754,300900,"?65,006.30",3009,89,17,"?84,677.00",0.303%,0.0100%,0.02958%,0.1910%,"?4,981.00",?21.60,?730.41,"?19,670.70","?3,823.90"
231,2/21/2021,banner_partner,media,39889,42080000,"?25,023.20",4208,67,10,"?31,710.00",0.267%,0.0001%,0.01592%,0.1493%,"?3,171.00",?5.95,?373.48,"?6,686.80","?2,502.32"
232,2/22/2021,facebook_tier1,social,349043,605386,"?59,710.00",4802,96,12,"?67,632.00",0.133%,0.0079%,0.01999%,0.1250%,"?5,636.00",?12.43,?621.98,"?7,922.00","?4,975.83"
233,2/22/2021,facebOOK_tier2,social,348934,2090371,"?95,536.20",6606,132,14,"?69,734.00",-0.270%,0.0032%,0.01998%,0.1061%,"?4,981.00",?14.46,?723.76,"-?25,802.20","?6,824.01"
234,2/22/2021,google_hot,search,89459845,90500,"?30,645.40",1810,65,7,"?59,045.00",0.927%,0.0200%,0.03591%,0.1077%,"?8,435.00",?16.93,?471.47,"?28,399.60","?4,377.91"
235,2/22/2021,google_wide,search,127823,959600,"?12,348.30",4798,39,4,"?11,924.00",-0.034%,0.0050%,0.00813%,0.1026%,"?2,981.00",?2.57,?316.62,-?424.30,"?3,087.08"
236,2/22/2021,youtube_blogger,influencer,10934,757387,"?77,803.80",8997,180,42,"?359,394.00",3.619%,0.0119%,0.02001%,0.2333%,"?8,557.00",?8.65,?432.24,"?281,590.20","?1,852.47"
237,2/22/2021,instagram_tier1,social,9034945,4565811,"?33,474.70",5397,108,9,"?53,829.00",0.608%,0.0012%,0.02001%,0.0833%,"?5,981.00",?6.20,?309.95,"?20,354.30","?3,719.41"
238,2/22/2021,instagram_tier2,social,983498,2190892,"?19,196.60",10202,124,7,"?14,602.00",-0.239%,0.0047%,0.01215%,0.0565%,"?2,086.00",?1.88,?154.81,"-?4,594.60","?2,742.37"
239,2/22/2021,facebook_retargeting,social,4387490,17821,"?5,792.48",598,12,3,"?12,168.00",1.101%,0.0336%,0.02007%,0.2500%,"?4,056.00",?9.69,?482.71,"?6,375.52","?1,930.83"
240,2/22/2021,facebook_lal,social,544756,239600,"?51,783.30",2396,48,6,"?5,886.00",-0.886%,0.0100%,0.02003%,0.1250%,?981.00,?21.61,"?1,078.82","-?45,897.30","?8,630.55"
241,2/22/2021,instagram_blogger,influencer,374754,599700,"?137,382.00",5997,236,35,"?158,340.00",0.153%,0.0100%,0.03935%,0.1483%,"?4,524.00",?22.91,?582.13,"?20,958.00","?3,925.20"
242,2/22/2021,banner_partner,media,39889,105873774,"?60,021.60",8409,168,20,"?80,600.00",0.343%,0.0001%,0.01998%,0.1190%,"?4,030.00",?7.14,?357.27,"?20,578.40","?3,001.08"
243,2/23/2021,facebook_tier1,social,349043,924525,"?9,858.28",1203,28,2,"?9,962.00",0.011%,0.0013%,0.02328%,0.0714%,"?4,981.00",?8.19,?352.08,?103.72,"?4,929.14"
244,2/23/2021,facebOOK_tier2,social,348934,475992,"?19,350.00",1641,37,3,"?12,225.00",-0.368%,0.0034%,0.02255%,0.0811%,"?4,075.00",?11.79,?522.97,"-?7,125.00","?6,450.00"
245,2/23/2021,google_hot,search,89459845,22175,"?5,409.21",442,9,2,"?15,050.00",1.782%,0.0199%,0.02036%,0.2222%,"?7,525.00",?12.24,?601.02,"?9,640.79","?2,704.61"
246,2/23/2021,google_wide,search,127823,241000,"?12,581.60",1205,24,3,"?8,943.00",-0.289%,0.0050%,0.01992%,0.1250%,"?2,981.00",?10.44,?524.23,"-?3,638.60","?4,193.87"
247,2/23/2021,youtube_blogger,influencer,10934,297609,"?16,343.00",2246,45,8,"?63,848.00",2.907%,0.0075%,0.02004%,0.1778%,"?7,981.00",?7.28,?363.18,"?47,505.00","?2,042.88"
248,2/23/2021,instagram_tier1,social,9034945,536236,?557.25,1349,1,0,?0.00,-1.000%,0.0025%,0.00074%,0.0000%,?0.00,?0.41,?557.25,-?557.25,?0.00
249,2/23/2021,instagram_tier2,social,983498,512000,"?4,285.44",2560,51,2,"?2,934.00",-0.315%,0.0050%,0.01992%,0.0392%,"?1,467.00",?1.67,?84.03,"-?1,351.44","?2,142.72"
250,2/23/2021,facebook_retargeting,social,4387490,4908,"?1,238.09",155,3,1,"?5,265.00",3.253%,0.0316%,0.01935%,0.3333%,"?5,265.00",?7.99,?412.70,"?4,026.91","?1,238.09"
251,2/23/2021,facebook_lal,social,544756,60800,"?16,078.60",608,12,2,"?2,720.00",-0.831%,0.0100%,0.01974%,0.1667%,"?1,360.00",?26.45,"?1,339.88","-?13,358.60","?8,039.30"
252,2/23/2021,instagram_blogger,influencer,374754,117218,"?15,435.00",1500,31,4,"?17,816.00",0.154%,0.0128%,0.02067%,0.1290%,"?4,454.00",?10.29,?497.90,"?2,381.00","?3,858.75"
253,2/23/2021,banner_partner,media,39889,654544,"?16,706.40",2099,42,6,"?23,886.00",0.430%,0.0032%,0.02001%,0.1429%,"?3,981.00",?7.96,?397.77,"?7,179.60","?2,784.40"
254,2/24/2021,facebook_tier1,social,349043,479596,"?94,564.20",2408,93,15,"?81,825.00",-0.135%,0.0050%,0.03862%,0.1613%,"?5,455.00",?39.27,"?1,016.82","-?12,739.20","?6,304.28"
255,2/24/2021,facebOOK_tier2,social,348934,395127,"?44,347.20",3297,66,7,"?34,867.00",-0.214%,0.0083%,0.02002%,0.1061%,"?4,981.00",?13.45,?671.93,"-?9,480.20","?6,335.31"
256,2/24/2021,google_hot,search,89459845,45150,"?14,306.20",903,18,3,"?23,943.00",0.674%,0.0200%,0.01993%,0.1667%,"?7,981.00",?15.84,?794.79,"?9,636.80","?4,768.73"
257,2/24/2021,google_wide,search,127823,291441,"?22,357.60",2408,52,5,"?19,060.00",-0.147%,0.0083%,0.02159%,0.0962%,"?3,812.00",?9.28,?429.95,"-?3,297.60","?4,471.52"
258,2/24/2021,youtube_blogger,influencer,10934,409320,"?22,944.30",4508,65,14,"?111,734.00",3.870%,0.0110%,0.01442%,0.2154%,"?7,981.00",?5.09,?352.99,"?88,789.70","?1,638.88"
259,2/24/2021,instagram_tier1,social,9034945,869482,"?23,908.40",2703,42,7,"?36,456.00",0.525%,0.0031%,0.01554%,0.1667%,"?5,208.00",?8.85,?569.25,"?12,547.60","?3,415.49"
260,2/24/2021,instagram_tier2,social,983498,624157,"?18,675.00",5098,122,6,"?10,590.00",-0.433%,0.0082%,0.02393%,0.0492%,"?1,765.00",?3.66,?153.07,"-?8,085.00","?3,112.50"
